Dataset;MM;GAIN;MF;SOFT;PPCA;DAE;BI+MM;BI+GAIN;BI+MF;BI+SOFT;BI+PPCA;BI+DAE
MAR_10_Australian.csv;0.00099945068359375;23.061394214630127;58.62651515007019;1.0815229415893555;0.9559745788574219;5.2263360023498535;0.002000093460083008;23.062394857406616;58.62751579284668;1.0825235843658447;0.9569752216339111;5.227336645126343
MAR_10_boston.csv;0.0009996891021728516;23.220001935958862;52.11921834945679;1.0529980659484863;1.0190019607543945;3.5949981212615967;0.0009996891021728516;23.220001935958862;52.11921834945679;1.0529980659484863;1.0190019607543945;3.5949981212615967
MAR_10_churn.csv;0.006000518798828125;30.279995918273926;101.41474556922913;1.1749992370605469;1.7939999103546143;37.032994747161865;0.009999275207519531;30.283994674682617;101.41874432563782;1.1789979934692383;1.7979986667633057;37.03699350357056
MAR_10_compas-two-years.csv;0.0049970149993896484;22.21999979019165;60.51798367500305;1.5750000476837158;1.63199782371521;35.640000104904175;0.007996797561645508;22.222999572753906;60.52098345756531;1.5779998302459717;1.6349976062774658;35.64299988746643
MAR_10_page-blocks.csv;0.0050008296966552734;21.58700156211853;43.19600820541382;0.9920003414154053;2.4130005836486816;34.6949987411499;0.007997989654541016;21.589998722076416;43.199005365371704;0.994997501373291;2.4159977436065674;34.69799590110779
MAR_10_parkinsons.csv;0.001;28.905002117156982;87.49302220344543;0.9079968929290771;1.2459995746612549;1.5939991474151611;0.0009989738464355469;28.906001091003418;87.49402117729187;0.9089958667755127;1.2469985485076904;1.5949981212615967
MAR_10_segment.csv;0.0019996166229248047;27.723997116088867;76.04698610305786;0.9350001811981201;1.5530028343200684;15.958997964859009;0.003996849060058594;27.725994348526;76.048983335495;0.9369974136352539;1.5550000667572021;15.960995197296143
MAR_10_stock.csv;0.00099945068359375;20.83600091934204;35.76298499107361;0.9739975929260254;0.9339981079101562;6.457997560501099;0.001999378204345703;20.837000846862793;35.76398491859436;0.9749975204467773;0.9349980354309082;6.458997488021851
MAR_10_zoo.csv;0.0019998550415039062;21.891000509262085;12.735997438430786;0.9019973278045654;0.9639999866485596;0.950000524520874;0.0019998550415039062;21.891000509262085;12.735997438430786;0.9019973278045654;0.9639999866485596;0.950000524520874
MAR_25_Australian.csv;0.0009999275207519531;21.924997329711914;55.9100341796875;1.0439999103546143;0.9270005226135254;4.925996541976929;0.001997709274291992;21.925995111465454;55.91103196144104;1.0449976921081543;0.9279983043670654;4.926994323730469
MAR_25_boston.csv;0.0009989738464355469;21.864999532699585;51.63295364379883;0.9399988651275635;0.8530027866363525;3.2959957122802734;0.0019991397857666016;21.865999698638916;51.63395380973816;0.9409990310668945;0.8540029525756836;3.2969958782196045
MAR_25_churn.csv;0.006997346878051758;28.031996488571167;101.26521801948547;1.346001386642456;4.0899999141693115;34.19500255584717;0.011995315551757812;28.036994457244873;101.27021598815918;1.350999355316162;4.094997882843018;34.200000524520874
MAR_25_compas-two-years.csv;0.004999876022338867;22.415998697280884;60.55021524429321;1.6849970817565918;1.255002498626709;35.71300005912781;0.007999420166015625;22.41899824142456;60.55321478843689;1.6879966259002686;1.2580020427703857;35.715999603271484
MAR_25_page-blocks.csv;0.003000497817993164;21.568001747131348;41.332195520401;1.0340030193328857;0.9129993915557861;34.93899846076965;0.0060002803802490234;21.571001529693604;41.33519530296326;1.0370028018951416;0.915999174118042;34.94199824333191
MAR_25_parkinsons.csv;0.0010023117065429688;28.470998525619507;87.46597647666931;0.902998685836792;1.2370028495788574;1.5989959239959717;0.0010023117065429688;28.470998525619507;87.46597647666931;0.902998685836792;1.2370028495788574;1.5989959239959717
MAR_25_segment.csv;0.0020012855529785156;27.62400245666504;75.81902194023132;0.9219963550567627;1.1390001773834229;15.791995525360107;0.004001140594482422;27.626002311706543;75.82102179527283;0.9239962100982666;1.1410000324249268;15.793995380401611
MAR_25_stock.csv;0.0010018348693847656;20.705004453659058;35.7669837474823;0.9089999198913574;0.8469998836517334;6.150995254516602;0.0020024776458740234;20.706005096435547;35.76798439025879;0.9100005626678467;0.8480005264282227;6.151995897293091
MAR_25_zoo.csv;0.0019974708557128906;21.700005769729614;57.306976318359375;0.9080033302307129;0.9130003452301025;1.027998685836792;0.0019974708557128906;21.700005769729614;57.306976318359375;0.9080033302307129;0.9130003452301025;1.027998685836792
MAR_50_Australian.csv;0.0009999275207519531;21.903006315231323;55.646029472351074;1.0289943218231201;0.9769997596740723;4.9629974365234375;0.0019996166229248047;21.904006004333496;55.64702916145325;1.029994010925293;0.9779994487762451;4.96399712562561
MAR_50_boston.csv;0.0009999275207519531;21.718000411987305;51.63196897506714;0.9220006465911865;0.860997200012207;3.403996467590332;0.0019998550415039062;21.719000339508057;51.63296890258789;0.9230005741119385;0.861997127532959;3.404996395111084
MAR_50_churn.csv;0.006000041961669922;27.557000637054443;82.17900466918945;1.3819971084594727;1.2270002365112305;34.025999784469604;0.010998249053955078;27.56199884414673;82.18400287628174;1.3869953155517578;1.2319984436035156;34.03099799156189
MAR_50_compas-two-years.csv;0.005997419357299805;22.197002172470093;60.2580840587616;1.5809991359710693;1.2899956703186035;35.683998823165894;0.008998870849609375;22.200003623962402;60.261085510253906;1.584000587463379;1.292997121810913;35.6870002746582
MAR_50_page-blocks.csv;0.004001617431640625;21.456000804901123;39.85300016403198;0.9549953937530518;2.4279978275299072;34.36799716949463;0.007000923156738281;21.45900011062622;39.85599946975708;0.9579946994781494;2.430997133255005;34.37099647521973
